headline,pub_date,url,word_count,news_desk,source
"Standing by his decision to impeach, Peter Meijer says he ‘may very well have’ ended his career.",2021-01-17T17:08:13+0000,https://www.nytimes.com/2021/01/17/us/peter-meijer-impeachment-gop.html,255,Washington,The New York Times
Lamoureux Twins Have One Last Act Before Retiring From Hockey,2021-02-09T14:31:05+0000,https://www.nytimes.com/2021/02/09/sports/hockey/lamoureux-twins-us-women-hockey.html,1050,Sports,The New York Times
Answers to Your Questions About Covid Vaccines and Kids,2021-05-21T09:00:18+0000,https://www.nytimes.com/article/kids-covid-vaccine.html,1506,Well,The New York Times
Your Tuesday Briefing,2021-11-22T21:30:37+0000,https://www.nytimes.com/2021/11/22/briefing/europe-covid-lockdowns-peng-shuai-ioc.html,1281,NYTNow,The New York Times
A Reporter Striking Universal Chords,2021-10-06T09:00:16+0000,https://www.nytimes.com/2021/10/06/reader-center/dan-barry-interview.html,1041,Insider,The New York Times
We Are Republicans. There’s Only One Way to Save Our Party From Pro-Trump Extremists.,2021-10-11T09:00:08+0000,https://www.nytimes.com/2021/10/11/opinion/2022-house-senate-trump.html,1264,OpEd,The New York Times
"Tech Giants, Fearful of Proposals to Curb Them, Blitz Washington With Lobbying",2021-06-22T23:13:45+0000,https://www.nytimes.com/2021/06/22/technology/amazon-apple-google-facebook-antitrust-bills.html,1330,Business,The New York Times
"Taylor, Billie, Demi, Blackpink: The Pop Star Documentary Boom",2021-04-02T17:12:14+0000,https://www.nytimes.com/2021/04/02/arts/music/popcast-music-documentaries.html,177,Culture,The New York Times
"Nancy Bush Ellis, Sister and Aunt of Presidents, Dies at 94",2021-01-10T17:23:21+0000,https://www.nytimes.com/2021/01/10/us/nancy-bush-ellis-dead.html,947,Obits,The New York Times
The Black Woman Artist Who Crafted a Life She Was Told She Couldn’t Have,2021-03-30T09:00:25+0000,https://www.nytimes.com/2021/03/30/us/augusta-savage-black-woman-artist-harlem-renaissance.html,1876,Culture,The New York Times
Filings Show Continuing Battle Over Britney Spears’s Finances,2021-11-15T16:27:09+0000,https://www.nytimes.com/2021/11/15/arts/music/britney-spears-conservatorship-filings.html,587,Culture,The New York Times
"4 People Are Killed in a Shooting Outside Columbus, Ohio",2021-05-25T03:53:19+0000,https://www.nytimes.com/2021/05/24/us/fatal-shooting-west-jefferson-ohio.html,382,Express,The New York Times
"Quotation of the Day: A 1,400-Mile Walk to Turkey Only to Be Told to Turn Back",2021-08-24T04:24:10+0000,https://www.nytimes.com/2021/08/24/todayspaper/quotation-of-the-day-a-1400-mile-walk-to-turkey-only-to-be-told-to-turn-back.html,38,Summary,The New York Times
Five Science-Fiction Movies to Stream Now,2021-10-29T16:08:10+0000,https://www.nytimes.com/2021/10/29/movies/science-fiction-streaming.html,1063,Weekend,The New York Times
Here’s your chance to determine which nation leads the medal count.,2021-07-29T00:39:40+0000,https://www.nytimes.com/2021/07/28/sports/olympics/heres-your-chance-to-determine-which-nation-leads-the-medal-count.html,185,Sports,The New York Times
Word of the Day: parable,2021-05-11T06:00:02+0000,https://www.nytimes.com/2021/05/11/learning/word-of-the-day-parable.html,449,Learning,The New York Times
House progressives won’t vote for the infrastructure bill unless the Senate approves $3.5 trillion in other spending.,2021-08-10T15:54:00+0000,https://www.nytimes.com/2021/08/10/us/politics/progressives-democrats-budget.html,394,Washington,The New York Times
Do You Think We Need to Change the Way Math Is Taught?,2021-11-15T10:00:03+0000,https://www.nytimes.com/2021/11/15/learning/do-you-think-we-need-to-change-the-way-math-is-taught.html,1115,Learning,The New York Times
"Gloria Richardson, Uncompromising Civil Rights Advocate, Dies at 99",2021-07-18T21:46:56+0000,https://www.nytimes.com/2021/07/18/us/gloria-richardson-dead.html,1232,Obits,The New York Times
"William Conway, Who Reimagined America’s Zoos, Is Dead at 91",2021-11-05T21:18:55+0000,https://www.nytimes.com/2021/11/05/nyregion/william-conway-dead.html,1216,Obits,The New York Times
Australia Is Returning to Normal. But Should Everything?,2021-03-26T05:05:03+0000,https://www.nytimes.com/2021/03/26/world/australia/australia-is-returning-to-normal-but-should-everything.html,1025,Foreign,The New York Times
Looking for Something New in Russia’s ‘New People’ Party,2021-02-23T21:14:10+0000,https://www.nytimes.com/2021/02/23/world/europe/russia-opposition-navalny.html,1017,Foreign,The New York Times
"Rudy Riska, the Heisman Trophy’s Guiding Light, Dies at 85",2021-09-23T15:18:11+0000,https://www.nytimes.com/2021/09/23/sports/football/rudy-riska-dead.html,882,Obits,The New York Times
All Decked Out in Fir: The Intricacies of the Sidewalk Christmas Tree,2021-12-10T17:00:16+0000,https://www.nytimes.com/2021/12/10/business/christmas-tree.html,16,SundayBusiness,The New York Times
Fed Unity Cracks as Inflation Rises and Officials Debate Future,2021-06-30T07:00:11+0000,https://www.nytimes.com/2021/06/30/business/economy/inflation-federal-reserve.html,1604,Business,The New York Times
Dark Chocolates That Capture Summer’s Glory,2021-07-06T13:35:01+0000,https://www.nytimes.com/2021/07/06/dining/vegan-chocolate-nicolas-cloiseau.html,98,Dining,The New York Times
Roxane Gay Starts Publishing Imprint With Grove Atlantic,2021-05-26T09:00:15+0000,https://www.nytimes.com/2021/05/26/books/roxane-gay-books-grove-atlantic.html,416,Books,The New York Times
Omicron is a dress rehearsal for the next pandemic.,2021-12-14T12:32:11+0000,https://www.nytimes.com/2021/12/14/world/omicron-is-a-dress-rehearsal-for-the-next-pandemic.html,266,Foreign,The New York Times
Is the Future of Offshore Fishing Female?,2021-06-18T09:00:32+0000,https://www.nytimes.com/2021/06/18/nyregion/deep-sea-fishing-nyc-women.html,1900,Metropolitan,The New York Times
"NATO, Crime, Jupiter: Your Monday Evening Briefing",2021-06-14T22:15:01+0000,https://www.nytimes.com/2021/06/14/briefing/nato-crime-jupiter-your-monday-evening-briefing.html,1145,NYTNow,The New York Times
Megachurch Co-Founder Is Charged With Concealing Child Sexual Abuse,2021-08-05T12:07:17+0000,https://www.nytimes.com/2021/08/05/world/australia/hillsong-brian-houston.html,529,Foreign,The New York Times
Middle Eastern Dinners Delivered,2021-07-06T13:32:25+0000,https://www.nytimes.com/2021/07/06/dining/tanabel-dinner.html,219,Dining,The New York Times
Pope Criticizes Western Intervention in Afghanistan,2021-09-01T12:35:28+0000,https://www.nytimes.com/2021/09/01/world/europe/pope-afghanistan-health.html,569,Foreign,The New York Times
"What to Know About California’s Reopening, Again",2021-01-26T13:43:29+0000,https://www.nytimes.com/2021/01/26/us/california-covid-reopening.html,1260,National,The New York Times
Democrats Speed Ahead on Economic Aid Package,2021-02-02T21:57:01+0000,https://www.nytimes.com/2021/02/02/business/biden-stimulus.html,1182,Washington,The New York Times
Why Hungary Inspires So Much Fear and Fascination,2021-08-07T19:00:07+0000,https://www.nytimes.com/2021/08/07/opinion/sunday/hungary-orban-conservatives-free-speech.html,912,OpEd,The New York Times
"Alice Rose George, a ‘Photographer’s Dream Editor,’ Dies at 76",2021-01-12T17:56:18+0000,https://www.nytimes.com/2021/01/12/arts/alice-rose-george-dead.html,984,Obits,The New York Times
Why Is a Woman’s Body Always in Question?,2021-01-12T20:02:47+0000,https://www.nytimes.com/2021/01/12/opinion/carne-women-bodies.html,149,OpEd,The New York Times
Bill Nye Is Still Having Fun With Science,2021-05-01T09:00:08+0000,https://www.nytimes.com/2021/05/01/style/bill-nye-bombay-sapphire-tiktok.html,917,Styles,The New York Times
Pro-Navalny Protests Sweep Russia in Challenge to Putin,2021-01-23T22:15:06+0000,https://www.nytimes.com/2021/01/23/world/europe/russia-protests-navalny.html,1306,Foreign,The New York Times
Meet the Sea Slugs That Chop Off Their Heads and Grow New Bodies,2021-03-08T16:00:09+0000,https://www.nytimes.com/2021/03/08/science/decapitated-sea-slugs.html,790,Science,The New York Times
What Was on the Best-Seller List 50 Years Ago?,2021-12-09T10:00:03+0000,https://www.nytimes.com/2021/12/09/books/review/wheels-arthur-hailey.html,426,BookReview,The New York Times
"Beyond the Art Fair, Things to Do While Visiting Basel",2021-09-21T17:04:06+0000,https://www.nytimes.com/2021/09/21/arts/art-basel-things-to-do.html,743,SpecialSections,International New York Times
What’s Delaying Vaccine Mandates?,2021-10-07T11:30:19+0000,https://www.nytimes.com/2021/10/07/business/dealbook/biden-vaccine-mandate-covid.html,1813,Business,The New York Times
Quotation of the Day: Remains of Hundreds of Indigenous Children Are Discovered in Canada,2021-06-25T02:50:11+0000,https://www.nytimes.com/2021/06/24/todayspaper/quotation-of-the-day-remains-of-hundreds-of-indigenous-children-are-discovered-in-canada.html,43,Summary,The New York Times
"Campuses Are Virus Incubators, but These Colleges Can’t Require Vaccines",2021-08-12T21:15:24+0000,https://www.nytimes.com/2021/08/12/us/delta-variant-colleges-vaccines.html,1406,National,The New York Times
"China’s Weapon Tests Close to a ‘Sputnik Moment,’ U.S. General Says",2021-10-27T14:47:31+0000,https://www.nytimes.com/2021/10/27/us/politics/china-hypersonic-missile.html,1380,Washington,The New York Times
Her Books Show the Lifestyles of the Fictional and Famous. She’s Poised for Some Fame of Her Own.,2021-08-12T09:00:20+0000,https://www.nytimes.com/2021/08/12/books/taylor-jenkins-reid-malibu-rising.html,1665,Culture,The New York Times
Double Resignation Shakes Austrian Politics in Aftermath of Scandal,2021-12-02T20:02:18+0000,https://www.nytimes.com/2021/12/02/world/europe/austria-kurz-successor-resignation.html,592,Foreign,The New York Times
"A.I. Here, There, Everywhere",2021-02-23T10:00:15+0000,https://www.nytimes.com/2021/02/23/technology/ai-innovation-privacy-seniors-education.html,1161,SpecialSections,The New York Times
Sharpton and Crump warn that the ‘world is watching’ as witnesses begin to testify.,2021-03-29T16:56:16+0000,https://www.nytimes.com/2021/03/29/us/al-sharpton-ben-crump-george-floyd.html,214,National,The New York Times
What the C.E.O. of Pfizer and Other Covid-19 Fighters Learned From Their Parents,2021-06-11T09:00:16+0000,https://www.nytimes.com/2021/06/11/well/family/covid-parents-lessons.html,2883,Well,The New York Times
"$750,000 Homes in Connecticut, Missouri and Minnesota",2021-01-13T14:00:23+0000,https://www.nytimes.com/2021/01/13/realestate/home-prices-connecticut-missouri-minnesota.html,1217,RealEstate,The New York Times
Boom Times for Lawyers as Washington Pursues Big Tech,2021-06-29T07:00:10+0000,https://www.nytimes.com/2021/06/29/technology/boom-times-for-lawyers-as-washington-pursues-big-tech.html,1484,Business,The New York Times
"Police Officer Stabbed on French Riviera, Authorities Say",2021-11-08T09:55:44+0000,https://www.nytimes.com/2021/11/08/world/europe/france-police-officer-stabbed-cannes.html,605,Foreign,The New York Times
Altering Our Vision of Voting,2021-06-30T23:09:20+0000,https://www.nytimes.com/2021/06/30/opinion/elections-voting-new-york.html,837,OpEd,The New York Times
A Slow Burn Through All the Highs and Lows,2021-08-20T09:00:18+0000,https://www.nytimes.com/2021/08/20/style/dan-barasch-robert-hammond-wedding.html,1848,Styles,The New York Times
"Britain won the mixed medley relay, a new event.",2021-07-31T02:53:41+0000,https://www.nytimes.com/2021/07/30/sports/olympics/britain-wins-mixed-relay-medley.html,140,Sports,The New York Times
"Celebratory Cannon Salute at Baby Shower Ends in Death, Police Say",2021-02-08T03:34:20+0000,https://www.nytimes.com/2021/02/07/us/baby-shower-cannon-explosion-Michigan.html,452,Express,The New York Times
Justice Dept. Sues Penguin Random House Over Simon & Schuster Deal,2021-11-02T15:27:21+0000,https://www.nytimes.com/2021/11/02/books/penguin-random-house-simon-schuster-merger-lawsuit.html,1493,Books,The New York Times
Biden condemns ‘vicious’ hate crimes against Asian-Americans.,2021-03-12T02:18:03+0000,https://www.nytimes.com/2021/03/11/us/biden-asian-americans-hate-crimes.html,240,Washington,The New York Times
Passing the Time With a Piano-Playing Pilot,2021-10-09T09:00:18+0000,https://www.nytimes.com/2021/10/09/travel/united-airlines-piano-pilot.html,812,Travel,The New York Times
Disaster in Afghanistan Will Follow Us Home,2021-08-16T01:12:40+0000,https://www.nytimes.com/2021/08/15/opinion/afghanistan-taliban-biden.html,1294,OpEd,The New York Times
"At Wimbledon, One Final Day of Rest and One Last Manic Monday",2021-07-05T04:01:08+0000,https://www.nytimes.com/2021/07/05/sports/tennis/wimbledon-round-of-16.html,1187,Sports,The New York Times
8 New Books We Recommend This Week,2021-09-23T22:00:07+0000,https://www.nytimes.com/2021/09/23/books/review/8-new-books-we-recommend-this-week.html,1152,BookReview,The New York Times
"In his first public appearance since the Capitol siege, Trump expresses no contrition for inciting the mob.",2021-01-12T15:29:41+0000,https://www.nytimes.com/2021/01/12/us/trump-capitol.html,628,National,The New York Times
New York’s subway is back to 24-hour service.,2021-05-17T11:57:26+0000,https://www.nytimes.com/2021/05/17/world/new-yorks-subway-is-back-to-24-hour-service.html,319,Foreign,The New York Times
A Story Collection Steeped in Colombia’s Troubled History,2021-08-03T09:00:07+0000,https://www.nytimes.com/2021/08/03/books/review/songs-flames-juan-gabriel-vasquez.html,744,BookReview,The New York Times
Mickalene Thomas Is Reinventing Nudes,2021-10-13T09:00:25+0000,https://www.nytimes.com/2021/10/13/magazine/mickalene-thomas.html,4741,Magazine,The New York Times
The Fear That Is Shaping American Politics,2021-04-07T09:00:17+0000,https://www.nytimes.com/2021/04/07/opinion/voting-rights-joe-manchin.html,2452,OpEd,The New York Times
‘Own the Room’ Review: Chasing Their Entrepreneurial Dreams,2021-03-12T12:15:03+0000,https://www.nytimes.com/2021/03/12/movies/own-the-room-review.html,366,Culture,The New York Times
"Corrections: May 23, 2021",2021-05-23T05:00:52+0000,https://www.nytimes.com/2021/05/23/pageoneplus/corrections-may-23-2021.html,373,Corrections,The New York Times
Voter Suppression Must Be the Central Issue,2021-06-10T01:22:41+0000,https://www.nytimes.com/2021/06/09/opinion/voter-suppression-republicans.html,808,OpEd,The New York Times
"On a 19th-Century Farm, an Otherworldly Creative Retreat",2021-09-23T09:00:20+0000,https://www.nytimes.com/2021/09/23/t-magazine/agnes-debizet-home-studio.html,612,TStyle,The New York Times
Rita Moreno and Ariana DeBose: From One Anita to Another,2021-12-15T16:45:10+0000,https://www.nytimes.com/2021/12/15/movies/rita-moreno-ariana-debose-west-side-story.html,1829,Culture,The New York Times
The Life and Death of a Woman-Hater,2021-02-20T11:55:04+0000,https://www.nytimes.com/2021/02/20/opinion/rush-limbaugh-women.html,1949,OpEd,The New York Times
"Georgia’s Election Law, and Why Turnout Isn’t Easy to Turn Off",2021-04-03T09:00:16+0000,https://www.nytimes.com/2021/04/03/upshot/georgia-election-law-turnout.html,1909,Upshot,The New York Times
The Missing Piece in the Push for Boardroom Diversity,2021-09-07T09:00:08+0000,https://www.nytimes.com/2021/09/07/business/dealbook/board-diversity-private-companies.html,1077,Business,The New York Times
The Week in Business: GameStop’s Bizarre Saga,2021-01-31T12:00:04+0000,https://www.nytimes.com/2021/01/31/business/the-week-in-business-gamestop.html,795,SundayBusiness,The New York Times
"As Western Oil Giants Cut Production, State-Owned Companies Step Up",2021-10-14T13:52:20+0000,https://www.nytimes.com/2021/10/14/business/energy-environment/oil-production-state-owned-companies.html,1440,Business,The New York Times
"Love Letter: Divorce Rates Are Down, for Now.",2021-03-27T13:57:25+0000,https://www.nytimes.com/2021/03/27/style/love-letter-newsletter-divorce-rates-are-down-for-now.html,319,Styles,The New York Times
Chucky Returns to Terrorize TV. His Creator Couldn’t Be Happier.,2021-10-11T12:00:11+0000,https://www.nytimes.com/2021/10/11/arts/television/chucky-series-don-mancini.html,1227,Culture,The New York Times
"With his reappointment on the line, Elizabeth Warren calls Jerome Powell ‘a dangerous man.’",2021-09-28T17:22:29+0000,https://www.nytimes.com/2021/09/28/us/politics/elizabeth-warren-jerome-powell-fed-chair.html,1029,Business,The New York Times
"Piers Morgan signs a new deal with his first boss, Rupert Murdoch.",2021-09-16T16:06:37+0000,https://www.nytimes.com/2021/09/16/business/media/piers-morgan-rupert-murdoch-news-corp.html,323,Business,The New York Times
"What Students Are Saying About Vaccine Trials, Sports Without Spectators and a Chaotic Year",2021-02-25T19:50:26+0000,https://www.nytimes.com/2021/02/25/learning/what-students-are-saying-about-vaccine-trials-sports-without-spectators-and-a-chaotic-year.html,4533,Learning,The New York Times
"Robot Therapists? Not So Fast, Says Talkspace C.E.O.",2021-07-22T09:00:09+0000,https://www.nytimes.com/2021/07/22/opinion/sway-kara-swisher-oren-frank.html,221,OpEd,The New York Times
California and Hawaii step up pressure on workers to be vaccinated.,2021-08-06T17:36:14+0000,https://www.nytimes.com/2021/08/06/us/california-vaccine-mandate-health-care-workers.html,544,National,The New York Times
Here’s why you need bottled water during a hurricane or tropical storm.,2021-08-29T17:17:22+0000,https://www.nytimes.com/2021/08/29/us/bottled-water-hurricanes.html,258,National,The New York Times
"In Amsterdam, Getting High at Coffee Shops May Soon Be for Locals Only",2021-01-08T19:06:19+0000,https://www.nytimes.com/2021/01/08/world/europe/amsterdam-marijuana-coffee-shops-tourists.html,724,Foreign,The New York Times
How to Keep Extremists Out of Power,2021-02-25T10:00:13+0000,https://www.nytimes.com/2021/02/25/opinion/elections-politics-extremists.html,1572,OpEd,The New York Times
China’s Growth Slows as Pandemic Fears Persist,2021-07-15T02:39:01+0000,https://www.nytimes.com/2021/07/14/business/chinas-economy-cooling.html,1047,Business,The New York Times
How Many Pages Should a Résumé Be?,2021-04-25T15:00:12+0000,https://www.nytimes.com/2021/04/25/opinion/letters/careers-resumes.html,598,Letters,The New York Times
"As N.Y. Courts Seek to Root Out Racism, a Clerk Is Heard Using a Slur",2021-04-16T09:00:17+0000,https://www.nytimes.com/2021/04/16/nyregion/court-clerk-racist-remark-zoom.html,750,Metro,The New York Times
Go Up in Smoke,2021-09-04T22:00:05+0000,https://www.nytimes.com/2021/09/04/crosswords/daily-puzzle-2021-09-05.html,1242,Games,The New York Times
Ashley Olsen’s Walk in the Woods With a Machete,2021-07-13T19:14:59+0000,https://www.nytimes.com/2021/07/13/style/ashley-olsen-photo-machete.html,693,Styles,The New York Times
