headline,pub_date,url,word_count,news_desk,source
"Irma Capece Minutolo, Opera Singer and Partner to Exiled King, Dies at 87",2023-06-15T21:14:56+0000,https://www.nytimes.com/2023/06/15/world/europe/irma-capece-minutolo-dead.html,911,Obits,The New York Times
What Liberals Can Learn From Ron DeSantis,2023-02-09T10:00:11+0000,https://www.nytimes.com/2023/02/09/opinion/ron-desantis-democrats.html,1277,OpEd,The New York Times
"Review: At 95, a Conductor Is Still Showing New Facets",2023-02-03T17:36:35+0000,https://www.nytimes.com/2023/02/03/arts/music/review-new-york-philharmonic-blomstedt.html,611,Culture,The New York Times
"Priest Impersonator Targeted Texas Churches, Officials Say",2023-11-13T19:30:18+0000,https://www.nytimes.com/2023/11/13/us/dallas-fake-priest-father-martin.html,530,Express,The New York Times
The Price of Risk and the Reward of Joy Out in the Wild,2023-02-25T14:00:06+0000,https://www.nytimes.com/2023/02/25/opinion/the-price-of-risk-and-the-reward-of-joy-out-in-the-wild.html,959,OpEd,The New York Times
"Food Prices Rise Even as Inflation Eases, Straining Consumers’ Budgets",2023-06-13T13:13:29+0000,https://www.nytimes.com/2023/06/13/business/food-prices-inflation-may.html,954,Business,The New York Times
"Suit Against Twitter Over Unpaid Bonuses Can Proceed, Judge Rules",2023-12-24T20:18:38+0000,https://www.nytimes.com/2023/12/24/business/twitter-x-employee-bonuses-lawsuit.html,440,Express,The New York Times
"Quotation of the Day: After Mexico Hurricane, a Frantic Hunt for Food, Water and Loved Ones",2023-10-29T02:44:37+0000,https://www.nytimes.com/2023/10/28/pageoneplus/quotation-of-the-day-after-mexico-hurricane-a-frantic-hunt-for-food-water-and-loved-ones.html,32,Summary,The New York Times
Changing His Tune for Mother Russia,2023-03-09T10:02:53+0000,https://www.nytimes.com/2023/03/09/world/europe/shaman-putin-russia-ukraine-war.html,1501,Foreign,The New York Times
Feeling Mortgage-Rate Envy? You’re Not Alone.,2023-08-04T09:01:04+0000,https://www.nytimes.com/2023/08/04/realestate/mortgage-rates-increase.html,1759,RealEstate,The New York Times
Summer’s Unofficial Start,2023-05-27T11:08:29+0000,https://www.nytimes.com/2023/05/27/briefing/summers-unofficial-start-memorial-day.html,1528,NYTNow,The New York Times
"Capes, Couture and Prince William at the Royal Wedding in Jordan",2023-06-01T21:17:35+0000,https://www.nytimes.com/2023/06/01/style/jordan-hussein-royal-wedding-fashion.html,317,Styles,The New York Times
"‘Appropriate’ Review: When Daddy Dies, a Disturbing Inheritance",2023-12-19T03:00:12+0000,https://www.nytimes.com/2023/12/18/theater/appropriate-broadway-review.html,1158,Culture,The New York Times
Gov. Hochul Makes Wartime Visit to Israel to Show New York’s Support,2023-10-18T16:42:12+0000,https://www.nytimes.com/2023/10/18/nyregion/israel-kathy-hochul-visit.html,1207,Metro,The New York Times
Biden Asks Supreme Court to Lift Limits on Contacts With Social Media Sites,2023-09-14T18:02:42+0000,https://www.nytimes.com/2023/09/14/us/politics/supreme-court-social-media-misinformation.html,750,Washington,The New York Times
What Dermatologists Wish You Knew About Sun Protection,2023-08-18T09:00:11+0000,https://www.nytimes.com/2023/08/18/well/live/sunscreen-spf-tips-dermatologist.html,882,Well,The New York Times
"For King Charles’s Coronation, a Fancy Fish Pie Without the Fish",2023-05-02T09:30:09+0000,https://www.nytimes.com/2023/05/02/world/europe/king-charles-lamprey-pie.html,868,Express,The New York Times
California Tries Paying Drug Users to Stay Sober,2023-08-29T13:03:35+0000,https://www.nytimes.com/2023/08/29/us/california-drug-program-gift-cards.html,1095,National,The New York Times
Social Media Restrictions on Biden Officials Are Paused in Appeal,2023-07-14T22:17:02+0000,https://www.nytimes.com/2023/07/14/technology/biden-social-media-order.html,463,Business,The New York Times
"Trump Countersues E. Jean Carroll, Claiming She Defamed Him This Time",2023-06-28T11:35:26+0000,https://www.nytimes.com/2023/06/28/nyregion/trump-e-jean-carroll-lawsuit.html,500,Metro,The New York Times
Released hostages give Tel Aviv protesters hope for those left behind.,2023-12-02T23:40:23+0000,https://www.nytimes.com/2023/12/02/world/middleeast/israel-hostages-tel-aviv-protest.html,475,Foreign,The New York Times
Stuntman Paralyzed While Making ‘Harry Potter’ Tells His Story,2023-11-15T19:06:44+0000,https://www.nytimes.com/2023/11/15/movies/david-holmes-daniel-radcliffe-documentary.html,677,Express,The New York Times
Hamas Hijacked Victims’ Social Media Accounts to Spread Terror,2023-10-17T12:49:39+0000,https://www.nytimes.com/2023/10/17/technology/hamas-hostages-social-media.html,1284,Business,The New York Times
Bernie Sanders Presses Ahead With Subpoena of Starbucks C.E.O.,2023-03-06T22:08:24+0000,https://www.nytimes.com/2023/03/06/us/politics/starbucks-bernie-sanders-howard-schultz.html,725,Washington,The New York Times
Moldova’s Pro-Europe Leader Tries to Thwart Russia’s Influence,2023-03-07T10:02:50+0000,https://www.nytimes.com/2023/03/07/world/europe/moldova-president-maia-sandu-russia.html,1154,SpecialSections,International New York Times
"Robert Paulson, Long-Term A.L.S. Survivor, Is Dead at 86",2023-08-23T15:04:59+0000,https://www.nytimes.com/2023/08/23/health/robert-paulson-dead.html,966,Obits,The New York Times
"No Corrections: Dec. 25, 2023",2023-12-25T05:49:11+0000,https://www.nytimes.com/2023/12/25/corrections/no-corrections-dec-25-2023.html,56,Corrections,The New York Times
"Don’t Miss Comet Nishimura This Weekend, a Once-in-a-Lifetime View",2023-09-09T00:51:46+0000,https://www.nytimes.com/2023/09/08/science/comet-nishimura.html,616,Science,The New York Times
Foo Fighters Are Shaken Yet Still Standing on ‘But Here We Are’,2023-06-02T15:39:07+0000,https://www.nytimes.com/2023/06/02/arts/music/foo-fighters-but-here-we-are-review.html,704,Culture,The New York Times
"Bebe Buell, Rock ’n’ Roll Muse, Sings Her Own Song",2023-05-03T18:54:32+0000,https://www.nytimes.com/2023/05/03/style/bebe-buell.html,1428,Styles,The New York Times
"In Blow to Taiwan, Honduras Switches Relations to China",2023-03-26T00:56:23+0000,https://www.nytimes.com/2023/03/25/world/asia/taiwan-honduras-china-relations.html,1035,Foreign,The New York Times
The Best Children’s Books of 2023,2023-12-08T10:04:57+0000,https://www.nytimes.com/2023/12/08/books/review/the-best-childrens-books-of-2023.html,1015,BookReview,The New York Times
Will the Metaverse Be Entertaining? Ask South Korea.,2023-01-29T10:00:19+0000,https://www.nytimes.com/2023/01/29/business/metaverse-k-pop-south-korea.html,1286,Business,The New York Times
"Arne Treholt, 80, Dies; Diplomat Convicted of Spying for Soviets",2023-02-16T16:25:03+0000,https://www.nytimes.com/2023/02/16/world/europe/arne-treholt-dead.html,1051,Obits,The New York Times
Arian Moayed Plays Creepy Men for Thoughtful Reasons,2023-05-23T15:33:23+0000,https://www.nytimes.com/2023/05/23/theater/arian-moayed-succession-a-dolls-house.html,1620,Arts&Leisure,The New York Times
U.S. Vetoes Israel-Hamas Cease-Fire Resolution at U.N. Security Council,2023-12-08T22:37:13+0000,https://www.nytimes.com/2023/12/08/world/middleeast/israel-hamas-gaza-aid.html,1281,Foreign,The New York Times
Five Horror Movies to Stream Now,2023-09-15T15:00:10+0000,https://www.nytimes.com/2023/09/15/movies/horror-movies-streaming.html,952,Culture,The New York Times
"A Gorgeous, Dazzling Novel and a Mouthpiece for Human Darkness",2023-02-09T10:00:15+0000,https://www.nytimes.com/2023/02/09/books/review/our-share-of-night-mariana-enriquez.html,875,BookReview,The New York Times
A French Thriller About a Kidfluencer Gone Missing,2023-11-28T10:00:20+0000,https://www.nytimes.com/2023/11/28/books/review/kids-run-the-show-delphine-de-vigan.html,737,BookReview,The New York Times
Why Do Couples Tie Cans to Wedding Cars?,2023-07-08T09:00:12+0000,https://www.nytimes.com/2023/07/08/style/why-do-couples-tie-cans-to-wedding-cars.html,860,Styles,The New York Times
Nods and Nudges: How U.S. Is Pressing Israel to Rein in Gaza Assault,2023-12-19T01:12:03+0000,https://www.nytimes.com/2023/12/18/world/middleeast/israel-us-gaza-military.html,796,Foreign,The New York Times
Judge Rules Against Florida Law Restricting Drag Shows,2023-06-23T21:27:03+0000,https://www.nytimes.com/2023/06/23/us/florida-drag-shows-ruling.html,575,National,The New York Times
Art Fair Visitor Breaks a Jeff Koons Balloon Dog Sculpture,2023-02-18T21:27:13+0000,https://www.nytimes.com/2023/02/18/arts/jeff-koons-sculpture-broken-miami.html,649,Express,The New York Times
Winona Ryder’s Friends and Fans Celebrate the ‘Eternal Cool Girl’,2023-12-05T11:00:36+0000,https://www.nytimes.com/2023/12/05/style/winona-ryder-book-photos-fans.html,775,Styles,The New York Times
What Sounds Did Dinosaurs Make?,2023-02-24T17:52:16+0000,https://www.nytimes.com/2023/02/24/science/dinosaur-sounds-fossils.html,906,Science,The New York Times
Mayor Adams to New York City Shoppers: Drop That Mask,2023-03-06T23:57:13+0000,https://www.nytimes.com/2023/03/06/nyregion/eric-adams-theft-masks-nyc.html,807,Metro,The New York Times
"As Hunter Biden Saga Endures, Democrats Avert Eyes and Dismiss Worries",2023-08-12T09:00:50+0000,https://www.nytimes.com/2023/08/12/us/politics/democrats-hunter-biden.html,1071,Politics,The New York Times
"After Rain and Snow in the Eastern U.S., Weather Clears for Thanksgiving",2023-11-22T10:45:09+0000,https://www.nytimes.com/2023/11/22/us/thanksgiving-weather-forecast.html,620,Weather,The New York Times
5 Things We Learned During Trump’s Trial Testimony,2023-11-07T08:00:16+0000,https://www.nytimes.com/2023/11/07/nyregion/trump-ny-fraud-trial-testimony.html,796,Metro,The New York Times
How Biden Can Tackle Mass Incarceration,2023-12-29T10:01:43+0000,https://www.nytimes.com/2023/12/29/opinion/biden-prison-justice.html,1024,OpEd,The New York Times
‘Strange Planet’ Review: An Alien’s Guide to Being Human,2023-08-08T18:41:10+0000,https://www.nytimes.com/2023/08/08/arts/television/strange-planet-review.html,616,Culture,The New York Times
Kaija Saariaho’s Luminous Music Was a Personal Invitation,2023-06-04T21:04:29+0000,https://www.nytimes.com/2023/06/04/arts/music/kaija-saariaho-composer.html,1111,Culture,The New York Times
What to Know About Menopause and Hormone Therapy,2023-02-01T10:00:19+0000,https://www.nytimes.com/2023/02/01/magazine/hormone-therapy-women-menopause.html,779,Magazine,The New York Times
My Front-Row Seat to a Geopolitical Dance,2023-12-05T10:00:08+0000,https://www.nytimes.com/2023/12/05/opinion/taiwan-kinmen-china.html,311,OpEd,The New York Times
What We Know About the Earthquake in Turkey and Syria,2023-02-10T17:58:55+0000,https://www.nytimes.com/2023/02/10/world/middleeast/earthquake-turkey-syria-toll-aid.html,901,Foreign,The New York Times
"Trump’s Indictment Is Karmic Justice, Regardless of the Verdict",2023-04-06T09:00:42+0000,https://www.nytimes.com/2023/04/06/opinion/trump-indictment.html,893,OpEd,The New York Times
How Brandon Johnson Made Up Ground and Won Chicago’s Mayoral Race,2023-04-05T23:42:18+0000,https://www.nytimes.com/2023/04/05/us/chicago-mayor-election-brandon-johnson.html,1300,National,The New York Times
A Ukrainian commander describes the grueling battle against dug-in Russian forces.,2023-07-14T11:24:06+0000,https://www.nytimes.com/2023/07/14/world/europe/ukraine-counteroffensive-russian-fighters.html,671,Foreign,The New York Times
Sandra O’Connor’s Extraordinary Final Chapter,2023-12-02T01:17:37+0000,https://www.nytimes.com/2023/12/01/us/sandra-oconnors-dementia.html,1002,National,The New York Times
The B.Q.E. Wasn’t Built for Delivery Trucks. Its Cracks Are Showing.,2023-06-23T12:30:46+0000,https://www.nytimes.com/2023/06/23/nyregion/brooklyn-queens-expressway-repair.html,1434,Metropolitan,The New York Times
SATs and Measuring Merit in College Admissions,2023-05-13T11:00:05+0000,https://www.nytimes.com/2023/05/13/opinion/letters/sat-merit-college-admissions.html,1096,Letters,The New York Times
"When Andrew Koji Isn’t Fighting Onscreen, He’s Memorizing a Poem",2023-06-17T09:00:44+0000,https://www.nytimes.com/2023/06/17/arts/television/andrew-koji-warrior-hbo-max.html,812,Arts&Leisure,The New York Times
Need Some Coastal Escape? Got Gold Rush Fever? Explore These State Parks.,2023-07-19T13:00:14+0000,https://www.nytimes.com/2023/07/19/us/california-state-parks-summer.html,1111,National,The New York Times
Which of the World’s Hundreds of Thousands of Aging Dams Will Be the Next to Burst?,2023-09-17T10:00:18+0000,https://www.nytimes.com/2023/09/17/opinion/libya-floods-dams.html,828,OpEd,The New York Times
Meta Accused by States of Using Features to Lure Children to Instagram and Facebook,2023-10-24T16:08:30+0000,https://www.nytimes.com/2023/10/24/technology/states-lawsuit-children-instagram-facebook.html,936,Business,The New York Times
The Subversive Art of Phillis Wheatley,2023-03-07T10:00:36+0000,https://www.nytimes.com/2023/03/07/books/review/the-odyssey-of-phillis-wheatley-david-waldstreicher.html,2200,BookReview,The New York Times
The Wide World of Puppetry Converges on New York,2023-08-07T19:49:41+0000,https://www.nytimes.com/2023/08/07/theater/international-puppet-fringe-festival.html,1068,Culture,The New York Times
How to Turn a Boring Speech Into Something Americans Will Actually Want to Watch,2023-02-03T10:00:16+0000,https://www.nytimes.com/2023/02/03/opinion/biden-state-of-the-union.html,962,OpEd,The New York Times
Federal Regulators Criticize Bank Executives and Pledge Reviews,2023-03-28T22:58:28+0000,https://www.nytimes.com/2023/03/28/business/economy/svb-banks-fed-hearing.html,1417,Business,The New York Times
The Energy Transition Is Underway. Fossil Fuel Workers Could Be Left Behind.,2023-07-12T07:00:16+0000,https://www.nytimes.com/2023/07/12/us/politics/coal-gas-workers-transition.html,1320,Business,The New York Times
"Nicola Sturgeon Resigns: What to Know, and What’s Next for Scotland",2023-02-16T16:09:26+0000,https://www.nytimes.com/article/scotland-nicola-sturgeon.html,1026,Foreign,The New York Times
Watch an Emotional Reunion in ‘Past Lives’,2023-06-30T14:39:51+0000,https://www.nytimes.com/2023/06/30/movies/past-lives-clip.html,252,Culture,The New York Times
CVS Says It Will Change the Way Its Pharmacies Are Paid,2023-12-05T23:09:30+0000,https://www.nytimes.com/2023/12/05/business/cvs-pharmacy-drug-prices.html,621,Business,The New York Times
Claims of Chinese Election Meddling Put Trudeau on Defensive,2023-03-18T13:45:35+0000,https://www.nytimes.com/2023/03/18/world/canada/trudeau-canada-china-election-meddling.html,1304,Foreign,The New York Times
‘It’s Not a War or a Battlefield. It’s a Massacre.’,2023-10-10T18:43:16+0000,https://www.nytimes.com/2023/10/10/world/middleeast/israel-gaza-kibbutz-kfar-azza.html,999,Foreign,The New York Times
Poem: The Desert,2023-07-20T09:00:03+0000,https://www.nytimes.com/2023/07/20/magazine/poem-the-desert.html,351,Magazine,The New York Times
"Profiles of Change: For 7 Women, a Heartfelt Cause Became a Mission",2023-11-27T19:23:03+0000,https://www.nytimes.com/2023/11/27/world/women-leadership-change.html,3988,SpecialSections,The New York Times
Millions of Americans May Soon Lose Medicaid Coverage. Here’s How to Prepare.,2023-03-31T22:39:45+0000,https://www.nytimes.com/2023/03/31/well/live/medicaid-health-insurance-eligibility.html,1071,Well,The New York Times
Harvard Scholar Who Studies Honesty Is Accused of Fabricating Findings,2023-06-24T07:00:13+0000,https://www.nytimes.com/2023/06/24/business/economy/francesca-gino-harvard-dishonesty.html,1249,Business,The New York Times
NATO Nations Begin Giant Air Force Drills in Germany,2023-06-12T10:32:44+0000,https://www.nytimes.com/2023/06/12/world/europe/nato-air-exercises-drills-germany.html,658,Foreign,The New York Times
My Transplanted Heart and I Will Die Soon,2023-04-18T09:00:19+0000,https://www.nytimes.com/2023/04/18/opinion/heart-transplant-donor.html,1621,OpEd,The New York Times
The Mets Trade a Star and Embrace the Future,2023-07-30T01:15:06+0000,https://www.nytimes.com/2023/07/29/sports/baseball/max-scherzer-trade-mets-rangers.html,1006,Sports,The New York Times
"Airplane Reading, Portuguese Décor and the Young Ashbery",2023-04-22T11:50:03+0000,https://www.nytimes.com/2023/04/22/books/books-that-make-you-cry-airplane-hypoxia.html,1019,BookReview,The New York Times
Coco Gauff Storms Into the U.S. Open Semifinals,2023-09-05T19:53:57+0000,https://www.nytimes.com/2023/09/05/sports/tennis/us-open-gauff-ostapenko.html,1063,Sports,The New York Times
How Evangelical Christians Went From Jimmy Carter to Donald Trump,2023-07-24T09:00:15+0000,https://www.nytimes.com/2023/07/24/opinion/jon-ward-evangelical-christianity-trump.html,2694,OpEd,The New York Times
"Walter Cunningham, Who Helped Pave the Way to the Moon, Dies at 90",2023-01-04T02:22:56+0000,https://www.nytimes.com/2023/01/03/science/space/walter-cunningham-dead.html,1421,Obits,The New York Times
A Parisian Designer Builds His Dream House in a Former Brothel,2023-03-20T09:00:34+0000,https://www.nytimes.com/2023/03/20/t-magazine/ramdane-touhami-paris-home.html,1379,TStyle,The New York Times
"Peter S. Fischer, Who Helped Create ‘Murder, She Wrote,’ Dies at 88",2023-11-11T14:24:11+0000,https://www.nytimes.com/2023/11/11/arts/television/peter-s-fischer-dead.html,973,Obits,The New York Times
Israel Launched Attacks on the West Bank,2023-07-03T21:32:12+0000,https://www.nytimes.com/2023/07/03/briefing/israel-west-bank-gop-primary.html,1181,NYTNow,The New York Times
The World’s Biggest Democracy Is Jettisoning Freedom and Tolerance,2023-02-08T10:00:25+0000,https://www.nytimes.com/2023/02/08/opinion/india-modi-bbc-democracy.html,1926,OpEd,The New York Times
Violence by West Bank Settlers Cannot Be Ignored,2023-11-11T12:00:40+0000,https://www.nytimes.com/2023/11/11/opinion/west-bank-settler-violence.html,1184,OpEd,The New York Times
How Russian and Chinese Interference Could Affect the 2024 Election,2023-12-24T08:00:46+0000,https://www.nytimes.com/2023/12/24/us/politics/china-russia-election-interference.html,751,Washington,The New York Times
Hunter Biden Charged With Evading Taxes on Millions From Foreign Firms,2023-12-08T01:33:18+0000,https://www.nytimes.com/2023/12/07/us/politics/hunter-biden-indictment.html,1552,Washington,The New York Times
"In Reversal Because of A.I., Office Jobs Are Now More at Risk",2023-08-24T09:00:48+0000,https://www.nytimes.com/2023/08/24/upshot/artificial-intelligence-jobs.html,1293,Upshot,The New York Times
Is It Time to Give Up on My White Sneakers?,2023-05-01T09:00:05+0000,https://www.nytimes.com/2023/05/01/style/white-sneakers.html,525,Styles,The New York Times
"Corrections: Feb. 22, 2023",2023-02-22T03:57:28+0000,https://www.nytimes.com/2023/02/21/pageoneplus/corrections-feb-22-2023.html,443,Corrections,The New York Times
‘10 Seconds’: Outrage Follows Acquittal in Italy Abuse Case,2023-07-14T15:50:15+0000,https://www.nytimes.com/2023/07/14/world/europe/italy-assault-case-10-seconds.html,1168,Foreign,The New York Times
A Novel Reconsiders an African Writer Tarnished by Scandal,2023-09-26T09:00:39+0000,https://www.nytimes.com/2023/09/26/books/review/mohamed-mbougar-sarr-most-secret-memory-of-men.html,1105,BookReview,The New York Times
Turkey’s Opposition Struggles to Chart Path as Runoff Nears,2023-05-16T14:36:28+0000,https://www.nytimes.com/2023/05/16/world/middleeast/turkey-election-opposition-erdogan.html,1171,Foreign,The New York Times
"On the Map, Nothing. On the Ground, a Hidden Maya City.",2023-07-20T04:01:24+0000,https://www.nytimes.com/2023/07/20/world/americas/maya-city-yucatan-archaeology-ocomtun.html,1054,Foreign,The New York Times
Marry Me Chicken,2023-10-04T15:00:03+0000,https://www.nytimes.com/2023/10/04/dining/marry-me-chicken.html,474,Dining,The New York Times
Michigan State Suspends Football Coach Amid Sexual Harassment Allegations,2023-09-10T23:19:59+0000,https://www.nytimes.com/2023/09/10/us/mel-tucker-michigan-football-sexual-harassment.html,493,Express,The New York Times
Coups Are on the Rise. Why?,2023-09-13T18:08:00+0000,https://www.nytimes.com/2023/09/13/world/europe/interpreter-coups-web.html,868,Foreign,The New York Times
"After Fox News, Geraldo Rivera Boats Into the Sunset (via Cleveland)",2023-08-31T07:00:25+0000,https://www.nytimes.com/2023/08/31/nyregion/geraldo-rivera-fox-erie-canal.html,2536,Metropolitan,The New York Times
Man Whose Son Is Accused of Parade Shooting Pleads Guilty to Misdemeanors,2023-11-06T16:50:07+0000,https://www.nytimes.com/2023/11/06/us/highland-park-parade-shooting-plea.html,1168,National,The New York Times
Why We Write Explainers: An Explainer,2023-06-04T07:00:06+0000,https://www.nytimes.com/2023/06/04/insider/why-we-write-explainers-an-explainer.html,1119,Insider,The New York Times
Louis Vuitton Watches Move Upmarket,2023-07-23T09:06:12+0000,https://www.nytimes.com/2023/07/23/fashion/watches-louis-vuitton-tambour-jean-arnault.html,1410,SpecialSections,International New York Times
"At the Australian Open, Elena Rybakina Is Rolling",2023-01-22T03:52:33+0000,https://www.nytimes.com/2023/01/21/sports/tennis/australian-open-rybakina-swiatek.html,1408,Sports,The New York Times
"Yes, People Will Pay $27,500 for an Old ‘Rocky’ Tape. Here’s Why.",2023-04-13T13:00:21+0000,https://www.nytimes.com/2023/04/13/technology/heritage-auctions-vintage-videocassettes.html,2537,SundayBusiness,The New York Times
An Industry Insider Drives an Open Alternative to Big Tech’s A.I.,2023-10-19T09:02:43+0000,https://www.nytimes.com/2023/10/19/technology/allen-institute-open-source-ai.html,1242,Business,The New York Times
Thursday Briefing,2023-08-24T04:05:57+0000,https://www.nytimes.com/2023/08/24/briefing/prigozhin-greek-wildfires.html,1010,NYTNow,The New York Times
Man Who Shot Pepper Spray at Officer on Jan. 6 Gets Nearly 7 Years in Prison,2023-01-27T22:15:07+0000,https://www.nytimes.com/2023/01/27/us/politics/brian-sicknick-julian-khater-george-tanios-jan-6.html,744,Washington,The New York Times
‘Freedom’ Is a Word I No Longer Trust,2023-08-30T05:00:14+0000,https://www.nytimes.com/2023/08/30/opinion/afghanistan-pullout-anniversary-freedom.html,1263,OpEd,The New York Times
"Tim Scott Is Running for President, and He’s Unmarried. What’s the Issue?",2023-09-25T18:30:02+0000,https://www.nytimes.com/2023/09/25/us/politics/tim-scott-girlfriend-marriage-2024.html,1569,Politics,The New York Times
Bill Richardson Reveled in Role of Freelance Envoy to Dictators,2023-09-02T23:25:18+0000,https://www.nytimes.com/2023/09/02/us/politics/bill-richardson-dictators.html,1139,Washington,The New York Times
Readers in Asia: What Does L.G.B.T.Q. Life Look Like Where You Live?,2023-05-31T19:05:22+0000,https://www.nytimes.com/2023/05/31/world/asia-pride-callout-queer.html,212,NYTNow,The New York Times
Republican Leaders Stand Behind Santos After His Indictment,2023-05-10T14:39:14+0000,https://www.nytimes.com/2023/05/10/us/politics/mccarthy-george-santos-congress.html,1031,Washington,The New York Times
Why You Really Should Clean Your Trash Can,2023-04-21T09:00:15+0000,https://www.nytimes.com/2023/04/21/well/live/spring-cleaning-tips.html,901,Well,The New York Times
"No Corrections: Nov. 27, 2023",2023-11-27T20:50:21+0000,https://www.nytimes.com/2023/11/27/pageoneplus/no-corrections-nov-27-2023.html,56,Corrections,The New York Times
Passenger of Business Jet Is Killed in ‘Severe Turbulence’,2023-03-06T02:58:17+0000,https://www.nytimes.com/2023/03/05/us/turbulence-passenger-death.html,327,Express,The New York Times
"Part Thriller, Part Whodunit: The Trump Indictment Is a Must-Read",2023-08-02T23:05:44+0000,https://www.nytimes.com/2023/08/02/opinion/columnists/trump-indictment-2020-election.html,905,OpEd,The New York Times
Climate Is Now a Culture War Issue,2023-08-07T23:00:08+0000,https://www.nytimes.com/2023/08/07/opinion/climate-is-now-a-culture-war-issue.html,853,OpEd,The New York Times
Saving the Flailing Humanities,2023-06-13T15:05:01+0000,https://www.nytimes.com/2023/06/13/opinion/letters/humanities-literature.html,1130,Letters,The New York Times
