date,headline,source,year,textblob_wsj,vader_wsj,bert_wsj_label,bert_wsj_confidence,bert_wsj
2017-10-21 00:00:00+00:00,Brazil’s JBS Says Operations Resumed at 7 Slaughterhouses ,wsj,2017,0.0,0.0,-2,0.49265575408935547,-0.9853115081787109
2004-09-23 00:00:00+00:00,Rite Aid Swings to Profit,wsj,2004,0.0,0.4404,-2,0.4282894432544708,-0.8565788865089417
2003-01-11 00:00:00+00:00,Gov Ryan's Statement At Northwestern,wsj,2003,0.0,0.0,1,0.29677897691726685,0.29677897691726685
2015-04-13 00:00:00+00:00,Snowden and Beijing’s Cannon,wsj,2015,0.0,0.0,2,0.3643702566623688,0.7287405133247375
2014-11-14 00:00:00+00:00,Two Charged in Campaign Finance Case,wsj,2014,0.0,-0.2023,-2,0.34106239676475525,-0.6821247935295105
2018-05-28 00:00:00+00:00,Photos of the Day May 28,wsj,2018,0.0,0.0,-2,0.2780062258243561,-0.5560124516487122
2016-06-12 00:00:00+00:00,Cameron Warns EU Exit Would Put Pensions at Risk,wsj,2016,0.0,-0.3612,-2,0.5067242383956909,-1.0134484767913818
2014-05-03 00:00:00+00:00,Photos Berkshire Hathaway's Annual Meeting,wsj,2014,0.0,0.0,2,0.4231981039047241,0.8463962078094482
2000-03-14 00:00:00+00:00,Solectron Meets Expectations,wsj,2000,0.0,0.0,2,0.4381869435310364,0.8763738870620728
2016-10-31 00:00:00+00:00,Southwest Flight Attendants Approve New Labor Contract ,wsj,2016,0.13636363636363635,0.0,1,0.3407667279243469,0.3407667279243469
2010-08-07 00:00:00+00:00,As Spill Recedes Probes Advance,wsj,2010,0.0,0.0,0,0.24994881451129913,0.0
2009-11-07 00:00:00+00:00,Treasurys Split on Jobs Sales,wsj,2009,0.0,0.0,-2,0.2617846429347992,-0.5235692858695984
2009-08-05 00:00:00+00:00,Interpreting Life for Gitmo Detainees,wsj,2009,0.0,0.0,1,0.4112566411495209,0.4112566411495209
2018-03-22 00:00:00+00:00,The Orange Is the Apple of My Eye,wsj,2018,0.0,0.0,2,0.6300424337387085,1.260084867477417
2014-10-21 00:00:00+00:00,GOP Works to Improve Targeting of Voters,wsj,2014,0.0,0.4404,1,0.4347918629646301,0.4347918629646301
2000-12-27 00:00:00+00:00,Government Ends Bank Protest,wsj,2000,0.0,-0.25,-2,0.643319845199585,-1.28663969039917
2012-11-23 00:00:00+00:00,Medicaid Hits Budget,wsj,2012,0.0,0.0,1,0.23278449475765228,0.23278449475765228
2010-12-08 00:00:00+00:00,KDB Forges Deal for GM Daewoo,wsj,2010,0.0,0.0,2,0.4719732403755188,0.9439464807510376
2001-07-08 00:00:00+00:00,US Hands Over Rape Suspect to Japan,wsj,2001,0.0,-0.7845,-2,0.49672386050224304,-0.9934477210044861
2001-05-22 00:00:00+00:00,Open Solutions NetContinuum Announce New Funding Rounds,wsj,2001,0.06818181818181818,0.1779,2,0.3001735806465149,0.6003471612930298
2010-09-17 00:00:00+00:00,Getting a Grip at Michelin,wsj,2010,0.0,0.0,2,0.5796827077865601,1.1593654155731201
2014-04-12 00:00:00+00:00,Kocherlakota Targeted Tax Cut Could Boost Economy,wsj,2014,0.0,0.1531,1,0.3222893476486206,0.3222893476486206
2011-10-17 00:00:00+00:00,Primary Inflation Stalks the Land,wsj,2011,0.4,0.0,-1,0.3988399803638458,-0.3988399803638458
2010-07-31 00:00:00+00:00,Anti-Federalists Had Their Points,wsj,2010,0.0,0.0,0,0.25940820574760437,0.0
2018-01-28 00:00:00+00:00,Cyprus President Leads First-Round Vote Heads to Runoff ,wsj,2018,0.0,0.0,-2,0.5090312957763672,-1.0180625915527344
2009-09-06 00:00:00+00:00,Capital Losses Limit Unlikely to Change,wsj,2009,-0.5,-0.4019,-2,0.4997822940349579,-0.9995645880699158
2008-09-09 00:00:00+00:00,Rally Erased,wsj,2008,0.0,0.0,-2,0.4630095064640045,-0.926019012928009
2016-08-29 00:00:00+00:00,Obama’s For-Profit Execution,wsj,2016,0.0,0.0,2,0.45578157901763916,0.9115631580352783
2017-12-28 00:00:00+00:00,SoftBank Succeeds in Tender Offer for Large Uber Stake,wsj,2017,0.45714285714285713,0.4939,1,0.422126829624176,0.422126829624176
2010-08-03 00:00:00+00:00,Gold Gains as Recovery Concerns Rise,wsj,2010,0.0,0.34,2,0.38822388648986816,0.7764477729797363
2010-12-17 00:00:00+00:00,The Pioneering SUV Isn't One Anymore,wsj,2010,0.0,0.0,-2,0.33834725618362427,-0.6766945123672485
2005-12-07 00:00:00+00:00,Gold Metals Stocks Buoy Toronto,wsj,2005,0.0,0.0,2,0.5118940472602844,1.0237880945205688
2016-10-28 00:00:00+00:00,Tesla CEO Aims to Make Solar Panels as Appealing as Electric Cars,wsj,2016,0.5,0.0,2,0.5091671347618103,1.0183342695236206
2004-04-16 00:00:00+00:00,EMC's Net Income Jumps,wsj,2004,0.0,0.0,1,0.35913658142089844,0.35913658142089844
2017-11-11 00:00:00+00:00,Lebanon’s President Seeks Answers on Prime Minister’s Absence,wsj,2017,-0.0125,0.0,-2,0.35141050815582275,-0.7028210163116455
2014-05-30 00:00:00+00:00,SpaceX's Manned Capsule Merges High-Tech and Safety,wsj,2014,0.0,0.4215,2,0.6327493190765381,1.2654986381530762
2006-11-29 00:00:00+00:00,NASD NYSE Agree to Merge Some Oversight,wsj,2006,0.0,0.3612,0,0.4157273769378662,0.0
2000-07-21 00:00:00+00:00,Deutsche Telekom VoiceStream Talks Progress,wsj,2000,0.0,0.4215,2,0.4054759740829468,0.8109519481658936
2010-08-23 00:00:00+00:00,Lexmark Files Complaints,wsj,2010,0.0,-0.4019,-2,0.31577056646347046,-0.6315411329269409
2009-07-03 00:00:00+00:00,FDIC Can Bank on Opposition,wsj,2009,0.0,0.0,-2,0.4074544906616211,-0.8149089813232422
2005-01-14 00:00:00+00:00,Apple Jumps Verizon GM Tumble,wsj,2005,0.0,0.0,-2,0.49487847089767456,-0.9897569417953491
2003-11-23 00:00:00+00:00,More Taxpayers Turn to Pros,wsj,2003,0.5,0.0,-1,0.3257070779800415,-0.3257070779800415
2015-01-22 00:00:00+00:00,Overheard Royal Roils Oil,wsj,2015,0.0,0.0,-2,0.5191528797149658,-1.0383057594299316
2018-10-04 00:00:00+00:00,Trump Aims to Model New Trade Deals on Revised Nafta,wsj,2018,0.13636363636363635,0.0,2,0.362775593996048,0.725551187992096
2012-09-17 00:00:00+00:00,Judge Blocks Curfew in Camden NJ,wsj,2012,0.0,-0.2263,1,0.31156259775161743,0.31156259775161743
2002-06-02 00:00:00+00:00,Don't Double-Insure Your Vehicle,wsj,2002,0.0,0.0,-2,0.4204452335834503,-0.8408904671669006
2006-01-10 00:00:00+00:00,Ford Focuses on Market-Share Slide,wsj,2006,0.0,0.0,1,0.408903032541275,0.408903032541275
2018-10-10 00:00:00+00:00,BlackRock Makes Private-Equity Bet ,wsj,2018,0.0,0.0,2,0.33783894777297974,0.6756778955459595
2011-02-15 00:00:00+00:00,Sears' Lampert Reports Stake in Gap,wsj,2011,0.0,0.0,-2,0.26961609721183777,-0.5392321944236755
2011-02-25 00:00:00+00:00,Tobacco Firms Sue FDA,wsj,2011,0.0,0.0,-2,0.5435888767242432,-1.0871777534484863
2001-07-01 00:00:00+00:00,Economy Grew at 12 Rate,wsj,2001,0.0,0.0,0,0.25046923756599426,0.0
2018-03-18 00:00:00+00:00,North Korea to Meet for Talks With US South Korean Delegations in Helsinki,wsj,2018,0.0,0.0,1,0.3399100601673126,0.3399100601673126
2010-06-13 00:00:00+00:00,Vital Signs,wsj,2010,0.1,0.296,1,0.3122163712978363,0.3122163712978363
2015-03-11 00:00:00+00:00,House Panels to Widen Clinton Email Probes,wsj,2015,0.0,0.0,1,0.3594520688056946,0.3594520688056946
2003-05-04 00:00:00+00:00,Swiss International Air to Cut More,wsj,2003,0.25,-0.2732,0,0.24650388956069946,0.0
2000-12-16 00:00:00+00:00,LVMH to Buy de Pury Dealership,wsj,2000,0.0,0.0,2,0.4993423521518707,0.9986847043037415
2012-03-05 00:00:00+00:00,Heralded Billboards Fail to Appear,wsj,2012,-0.5,-0.5423,-2,0.5819024443626404,-1.1638048887252808
2008-05-16 00:00:00+00:00,Airlines Oil Stocks Boost Indexes,wsj,2008,0.0,0.4019,2,0.5430716872215271,1.0861433744430542
2011-01-16 00:00:00+00:00,AFC Playoffs Diary Jets-Patriots,wsj,2011,0.0,0.0,1,0.2895001471042633,0.2895001471042633
2012-01-04 00:00:00+00:00,From the Hockey Rink to the Classroom,wsj,2012,0.0,0.0,2,0.508179247379303,1.016358494758606
2014-04-30 00:00:00+00:00,Iraqis Turn Out to Vote Amid Tight Security,wsj,2014,-0.17857142857142858,0.34,-2,0.4288574159145355,-0.857714831829071
2012-07-19 00:00:00+00:00,Texas Alters Execution Procedure,wsj,2012,0.0,0.0,-1,0.29016581177711487,-0.29016581177711487
2005-01-03 00:00:00+00:00,InBev Raises Stake in Russia's Sun Interbrew,wsj,2005,0.0,0.0,2,0.36059656739234924,0.7211931347846985
2017-04-26 00:00:00+00:00,Why Does Alec Baldwin Hate Science,wsj,2017,-0.8,-0.5719,-2,0.5737795233726501,-1.1475590467453003
2004-05-10 00:00:00+00:00,PhotoThera Receives 19 Million,wsj,2004,0.0,0.0,-2,0.375571072101593,-0.751142144203186
2018-02-22 00:00:00+00:00,Hewlett Packard Enterprise Raises Shareholder Return Target to 7 Billion,wsj,2018,0.0,0.0,-2,0.4517746567726135,-0.903549313545227
1998-08-15 00:00:00+00:00,No Honeymoon for Covenant Marriage,wsj,1998,0.0,-0.296,-2,0.35211071372032166,-0.7042214274406433
2019-03-10 00:00:00+00:00,After Dumping the A380 Airbus Bets on Smaller Jets ,wsj,2019,0.0,-0.3182,-2,0.25794854760169983,-0.5158970952033997
2016-02-24 00:00:00+00:00,US Warns Banks Off Russian Bonds ,wsj,2016,0.0,-0.1027,-2,0.4108313322067261,-0.8216626644134521
2016-09-27 00:00:00+00:00,New Council Puts Focus on the Food Industry,wsj,2016,0.13636363636363635,0.0,1,0.42376232147216797,0.42376232147216797
2012-07-16 00:00:00+00:00,Games Row G4S Shares Targeted,wsj,2012,0.0,0.296,2,0.3377705216407776,0.6755410432815552
2018-11-18 00:00:00+00:00,Florida’s Close Election Call,wsj,2018,0.0,0.0,1,0.3617536425590515,0.3617536425590515
2010-01-08 00:00:00+00:00,Gold Turns Back Up,wsj,2010,0.0,0.0,2,0.39221999049186707,0.7844399809837341
2010-04-14 00:00:00+00:00,Pelosi Concerns Over Bailouts 'Almost Laughable',wsj,2010,-0.5,-0.024,-1,0.4054082930088043,-0.4054082930088043
2000-01-12 00:00:00+00:00,Merrill Appoints Global Strategist,wsj,2000,0.0,0.0,2,0.5471262335777283,1.0942524671554565
2008-02-18 00:00:00+00:00,Kosovo Declares Independence,wsj,2008,0.0,0.0,-2,0.26713991165161133,-0.5342798233032227
2016-01-12 00:00:00+00:00,Terror in Istanbul,wsj,2016,0.0,-0.5267,2,0.29114070534706116,0.5822814106941223
2018-03-10 00:00:00+00:00,Rohingya Driven From Home Face New Threat Elephants ,wsj,2018,0.13636363636363635,-0.5267,-2,0.5881243944168091,-1.1762487888336182
2015-07-13 00:00:00+00:00,Pentagon Readying Plan to Lift Transgender Ban,wsj,2015,0.0,-0.5574,2,0.3197733163833618,0.6395466327667236
2012-02-21 00:00:00+00:00,Telenor to Transfer Indian Operations to New Entity,wsj,2012,0.13636363636363635,0.0,-2,0.296816349029541,-0.593632698059082
2013-03-07 00:00:00+00:00,KKR Reaches Deal for Gardner Denver,wsj,2013,0.0,0.0516,1,0.22666142880916595,0.22666142880916595
2010-09-10 00:00:00+00:00,Skilled Healthcare Group Neutral Tandem Biggest Price Decliners SKH TNDM,wsj,2010,0.5,0.0,2,0.5455971956253052,1.0911943912506104
2014-11-26 00:00:00+00:00,Dow S&P 500 Set Records,wsj,2014,0.0,0.0,2,0.5758646130561829,1.1517292261123657
2017-09-08 00:00:00+00:00,Dozens Killed in Mexico Earthquake,wsj,2017,-0.2,-0.6705,-2,0.7313331961631775,-1.462666392326355
2008-06-19 00:00:00+00:00,BOE Taps Bean as Deputy Governor,wsj,2008,0.0,0.0,1,0.32514092326164246,0.32514092326164246
2017-06-25 00:00:00+00:00,Number of UK High-Rises Failing Fire-Safety Checks Increases ,wsj,2017,0.0,-0.4588,-1,0.3719581961631775,-0.3719581961631775
2004-02-18 00:00:00+00:00,Netsky Virus Spreads Through PCs,wsj,2004,0.0,0.0,-2,0.43926215171813965,-0.8785243034362793
2001-11-15 00:00:00+00:00,Shares Finish Higher Following US Gains,wsj,2001,0.125,0.5574,-1,0.3531341552734375,-0.3531341552734375
2000-09-03 00:00:00+00:00,Settling Disputes Over Air Travel,wsj,2000,0.0,-0.2732,0,0.2994309663772583,0.0
2010-08-06 00:00:00+00:00,Report Intensifies Fed Debate,wsj,2010,0.0,0.0,1,0.2677326798439026,0.2677326798439026
2007-09-04 00:00:00+00:00,Sony Takes on Apple in Downloads,wsj,2007,0.0,0.0,2,0.44625362753868103,0.8925072550773621
2010-05-11 00:00:00+00:00,Tip of the Day,wsj,2010,0.0,0.0,2,0.7048481106758118,1.4096962213516235
2017-11-30 00:00:00+00:00,Argentina Ends Rescue Efforts for Missing Submarine Crew ,wsj,2017,-0.2,0.2732,-2,0.428629994392395,-0.85725998878479
2015-02-20 00:00:00+00:00,New Security Jitters for SIM Cards,wsj,2015,0.13636363636363635,0.34,2,0.5494464635848999,1.0988929271697998
2003-10-17 00:00:00+00:00,Ahold Warns on 2003 Results,wsj,2003,0.0,-0.1027,1,0.28627490997314453,0.28627490997314453
2017-08-16 00:00:00+00:00,Trump’s Remarks Rattle His Staff Threaten Agenda,wsj,2017,0.0,-0.3818,-2,0.5846832394599915,-1.169366478919983
2018-04-07 00:00:00+00:00,Two Soldiers Killed in Fort Campbell Helicopter Crash ,wsj,2018,-0.2,-0.802,-2,0.5831672549247742,-1.1663345098495483
2015-10-09 00:00:00+00:00,Shut Up—Or We’ll Shut You Down,wsj,2015,-0.15555555555555559,0.0,-2,0.7521920800209045,-1.504384160041809
2012-11-29 00:00:00+00:00,The Jazz Scene Ornette Coleman Inspires Steve Tyrell Serenades,wsj,2012,0.0,0.4404,1,0.41237735748291016,0.41237735748291016
2003-06-30 00:00:00+00:00,Ahold Plans to Trim Restatement,wsj,2003,0.0,0.0,1,0.34232932329177856,0.34232932329177856
2008-06-26 00:00:00+00:00,Ch&aacutevez Meets His Match,wsj,2008,0.0,0.0,1,0.38257041573524475,0.38257041573524475
2011-10-26 00:00:00+00:00,Express Scripts CEO Walgreen Pact 'Less Likely',wsj,2011,-0.08333333333333333,0.0,-2,0.2857883870601654,-0.5715767741203308
2001-05-01 00:00:00+00:00,General Dynamics to Acquire Jet Maker,wsj,2001,0.05000000000000002,0.2732,2,0.4250893294811249,0.8501786589622498
2008-08-30 00:00:00+00:00,Puma Stake Pumps Up PPR's Profit,wsj,2008,0.0,0.4404,2,0.4490151107311249,0.8980302214622498
2004-03-03 00:00:00+00:00,Governance Fight Hits SK Corp,wsj,2004,0.0,-0.3818,2,0.3986934721469879,0.7973869442939758
2009-05-23 00:00:00+00:00,Ch&aacutevez Raises Stake in Banks,wsj,2009,0.0,0.0,2,0.4136155843734741,0.8272311687469482
